Current Loan Amount,Term,Credit Score,Annual Income,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Employment Years
110924.0,Short Term,701.0,728061.0,Rent,Medical Bills,4538.34,28.9,42.0,9.0,1.0,97071.0,226138.0,1.0,0.0,10.0
112222.0,Short Term,732.0,1259947.0,Home Mortgage,Debt Consolidation,24988.99,15.4,,19.0,0.0,725135.0,1367476.0,0.0,0.0,10.0
179300.0,Short Term,706.0,1025924.0,Rent,Other,7395.18,17.9,,10.0,0.0,177004.0,513656.0,0.0,0.0,10.0
270160.0,Short Term,709.0,1555416.0,Rent,Debt Consolidation,12598.9,21.2,12.0,5.0,0.0,239229.0,352418.0,0.0,0.0,2.0
,Long Term,701.0,1381813.0,Rent,Debt Consolidation,38230.28,17.7,,13.0,0.0,347947.0,489566.0,0.0,0.0,10.0
340186.0,Long Term,652.0,1700424.0,Home Mortgage,Home Improvements,20688.53,31.5,33.0,9.0,0.0,193971.0,271260.0,0.0,0.0,10.0
,Short Term,746.0,846944.0,Rent,Debt Consolidation,15456.88,41.4,48.0,19.0,0.0,203471.0,1095842.0,0.0,0.0,10.0
238656.0,Short Term,737.0,993111.0,Rent,Other,8226.24,15.4,,4.0,0.0,220457.0,312818.0,0.0,0.0,9.0
222530.0,Short Term,708.0,768740.0,Own Home,Other,17168.4,14.4,,19.0,0.0,406885.0,651662.0,0.0,0.0,0.0
,Short Term,746.0,1172908.0,Home Mortgage,Buy A Car,2257.77,20.8,50.0,10.0,0.0,14611.0,144540.0,0.0,0.0,
162184.0,Short Term,731.0,465006.0,Rent,Debt Consolidation,3754.97,10.3,,4.0,0.0,130188.0,268224.0,0.0,0.0,3.0
533544.0,Short Term,,,Home Mortgage,Debt Consolidation,29070.57,22.4,,8.0,0.0,457881.0,1084226.0,0.0,0.0,10.0
228778.0,Short Term,740.0,676305.0,Rent,Debt Consolidation,10764.45,12.5,,10.0,0.0,285570.0,387200.0,0.0,0.0,10.0
300916.0,Short Term,737.0,1386050.0,Rent,Debt Consolidation,22638.88,17.0,,9.0,0.0,255417.0,332310.0,0.0,0.0,6.0
235972.0,Long Term,,,Rent,Debt Consolidation,22058.05,14.7,,6.0,0.0,322981.0,408276.0,0.0,0.0,6.0
328262.0,Short Term,749.0,2097828.0,Home Mortgage,Debt Consolidation,23076.07,23.0,64.0,9.0,1.0,323912.0,713042.0,0.0,0.0,3.0
523248.0,Short Term,663.0,1788983.0,Rent,Debt Consolidation,13536.55,15.5,49.0,17.0,0.0,165528.0,426888.0,0.0,0.0,0.0
,Long Term,720.0,1704452.0,Home Mortgage,Debt Consolidation,20169.26,22.6,73.0,9.0,0.0,635265.0,793496.0,0.0,0.0,7.0
245938.0,Short Term,707.0,1024043.0,Rent,Debt Consolidation,17152.82,14.9,,8.0,0.0,254391.0,388586.0,0.0,0.0,10.0
525932.0,Short Term,732.0,1684407.0,Home Mortgage,Debt Consolidation,12225.93,14.7,,7.0,0.0,331569.0,467060.0,0.0,0.0,10.0
448228.0,Short Term,744.0,1354871.0,Home Mortgage,Debt Consolidation,6153.53,16.9,,8.0,0.0,54169.0,285142.0,0.0,0.0,10.0
347710.0,Short Term,,,Home Mortgage,Debt Consolidation,21771.15,19.2,,7.0,0.0,24377.0,239228.0,0.0,0.0,10.0
182116.0,Short Term,,,Rent,Debt Consolidation,26269.02,29.3,71.0,26.0,1.0,410362.0,1044318.0,1.0,0.0,1.0
220682.0,Short Term,712.0,2858835.0,Rent,Other,22799.24,12.5,20.0,9.0,0.0,339815.0,496826.0,0.0,0.0,6.0
448756.0,Short Term,706.0,1162686.0,Rent,Debt Consolidation,25772.93,9.7,,11.0,0.0,401375.0,511852.0,0.0,0.0,3.0
186912.0,Short Term,740.0,484747.0,Rent,Debt Consolidation,8886.87,10.2,,10.0,0.0,285323.0,671484.0,0.0,0.0,5.0
221518.0,Short Term,727.0,1243531.0,Home Mortgage,Debt Consolidation,24559.59,9.5,,13.0,0.0,356231.0,440682.0,0.0,0.0,9.0
395648.0,Short Term,,,Rent,Debt Consolidation,35830.2,15.5,8.0,10.0,0.0,165281.0,285648.0,0.0,0.0,5.0
527054.0,Long Term,744.0,2465554.0,Rent,Debt Consolidation,20135.44,26.0,,10.0,0.0,453150.0,1097690.0,0.0,0.0,8.0
458964.0,Long Term,704.0,1581731.0,Home Mortgage,Other,28339.26,23.7,35.0,13.0,0.0,2203791.0,5406258.0,0.0,0.0,10.0
79178.0,Short Term,676.0,382508.0,Home Mortgage,Debt Consolidation,6215.85,5.9,,10.0,0.0,59166.0,110682.0,0.0,0.0,2.0
220594.0,Long Term,744.0,609634.0,Home Mortgage,Debt Consolidation,6401.29,27.7,5.0,20.0,0.0,373692.0,1456884.0,0.0,0.0,
218350.0,Short Term,733.0,1470429.0,Rent,Debt Consolidation,30388.79,11.8,,18.0,1.0,343938.0,502216.0,1.0,0.0,
351538.0,Short Term,698.0,1214423.0,Home Mortgage,Debt Consolidation,27931.71,20.2,27.0,15.0,0.0,472283.0,654896.0,0.0,0.0,0.0
126170.0,Short Term,,,Rent,Debt Consolidation,13301.14,7.7,46.0,7.0,0.0,104234.0,179322.0,0.0,0.0,
333960.0,Long Term,,,Rent,Debt Consolidation,10927.85,11.9,19.0,16.0,0.0,175731.0,929104.0,0.0,0.0,8.0
156486.0,Short Term,719.0,637089.0,Home Mortgage,Debt Consolidation,6795.73,17.0,66.0,11.0,0.0,285950.0,453574.0,0.0,0.0,5.0
128040.0,Short Term,730.0,1551920.0,Home Mortgage,Debt Consolidation,14096.67,22.6,,10.0,0.0,360867.0,426800.0,0.0,0.0,10.0
,Short Term,745.0,1713420.0,Rent,Debt Consolidation,6625.3,33.1,,8.0,0.0,44688.0,522588.0,0.0,0.0,10.0
,Short Term,750.0,1401782.0,Home Mortgage,Debt Consolidation,16821.27,18.0,57.0,12.0,0.0,255816.0,881562.0,0.0,0.0,10.0
219670.0,Short Term,744.0,1271100.0,Rent,Debt Consolidation,15570.88,31.8,50.0,7.0,1.0,166459.0,338140.0,1.0,0.0,0.0
328504.0,Short Term,,,Rent,Debt Consolidation,10268.17,16.7,,8.0,0.0,79724.0,566324.0,0.0,0.0,10.0
88220.0,Short Term,746.0,1047622.0,Rent,Buy A Car,2706.36,13.1,,5.0,0.0,73302.0,297792.0,0.0,0.0,9.0
524348.0,Long Term,,,Home Mortgage,Debt Consolidation,14702.01,17.9,,8.0,1.0,302024.0,434962.0,1.0,0.0,8.0
336006.0,Short Term,721.0,1166942.0,Rent,Debt Consolidation,24603.1,17.2,33.0,8.0,0.0,145293.0,199320.0,0.0,0.0,10.0
,Short Term,745.0,1663089.0,Home Mortgage,Debt Consolidation,33400.67,12.0,,14.0,0.0,622383.0,1168002.0,0.0,0.0,10.0
184514.0,Short Term,,,Own Home,Debt Consolidation,9197.52,19.2,22.0,11.0,0.0,147592.0,401170.0,0.0,0.0,5.0
258302.0,Short Term,730.0,743584.0,Home Mortgage,Debt Consolidation,7807.67,10.8,,10.0,0.0,155591.0,488246.0,0.0,0.0,2.0
769010.0,Short Term,729.0,2808352.0,Home Mortgage,Debt Consolidation,22981.64,33.8,50.0,11.0,0.0,372077.0,474474.0,0.0,0.0,1.0
433268.0,Long Term,668.0,2982183.0,Home Mortgage,Debt Consolidation,45726.92,34.1,20.0,21.0,0.0,579500.0,1235740.0,0.0,0.0,10.0
127182.0,Short Term,740.0,859617.0,Own Home,Debt Consolidation,15186.51,26.5,,16.0,1.0,97318.0,450692.0,1.0,0.0,10.0
349580.0,Short Term,749.0,1320823.0,Rent,Debt Consolidation,30378.91,22.3,,26.0,5.0,262694.0,1376320.0,0.0,5.0,10.0
179058.0,Short Term,717.0,1799680.0,Rent,Other,14502.32,23.3,14.0,6.0,0.0,234099.0,512380.0,0.0,0.0,2.0
222618.0,Short Term,729.0,1441967.0,Home Mortgage,Debt Consolidation,3652.94,25.9,29.0,5.0,1.0,79914.0,106854.0,1.0,0.0,10.0
483670.0,Long Term,703.0,949335.0,Home Mortgage,Debt Consolidation,10363.55,15.8,22.0,11.0,1.0,14592.0,238106.0,1.0,0.0,7.0
445852.0,Short Term,745.0,1867510.0,Rent,Home Improvements,35949.52,10.1,40.0,13.0,0.0,205770.0,505868.0,0.0,0.0,1.0
129008.0,Short Term,746.0,523697.0,Rent,Debt Consolidation,12481.29,9.0,26.0,20.0,0.0,89281.0,494670.0,0.0,0.0,7.0
715682.0,Long Term,,,Rent,Debt Consolidation,27930.0,17.7,,12.0,0.0,291935.0,931194.0,0.0,0.0,10.0
481316.0,Short Term,707.0,965827.0,Rent,Debt Consolidation,13441.17,19.7,,9.0,0.0,237082.0,315524.0,0.0,0.0,10.0
174658.0,Short Term,745.0,754224.0,Home Mortgage,Debt Consolidation,14204.4,28.0,67.0,11.0,0.0,170088.0,360074.0,0.0,0.0,10.0
89892.0,Short Term,741.0,2524416.0,Rent,Other,10665.84,20.0,71.0,9.0,0.0,229805.0,474298.0,0.0,0.0,0.0
,Short Term,749.0,1719918.0,Home Mortgage,Debt Consolidation,23118.63,25.3,,9.0,0.0,381273.0,796884.0,0.0,0.0,10.0
222332.0,Long Term,,,Home Mortgage,Debt Consolidation,2822.64,20.8,18.0,6.0,1.0,89357.0,215578.0,1.0,0.0,9.0
256036.0,Long Term,694.0,1795443.0,Own Home,Debt Consolidation,24537.55,10.9,33.0,12.0,0.0,201761.0,295350.0,0.0,0.0,10.0
454630.0,Long Term,656.0,2020935.0,Home Mortgage,Debt Consolidation,25093.3,28.7,30.0,11.0,0.0,285342.0,358732.0,0.0,0.0,10.0
288178.0,Short Term,,,Home Mortgage,Debt Consolidation,12029.09,15.6,9.0,9.0,0.0,312246.0,936650.0,0.0,0.0,10.0
215270.0,Short Term,,,Home Mortgage,Debt Consolidation,23053.46,16.8,,18.0,0.0,426683.0,748550.0,0.0,0.0,10.0
,Long Term,741.0,616341.0,Rent,Medical Bills,7914.83,16.0,19.0,6.0,0.0,4484.0,33110.0,0.0,0.0,3.0
733172.0,Long Term,706.0,1417590.0,Home Mortgage,Debt Consolidation,33667.81,18.0,,15.0,0.0,548568.0,903518.0,0.0,0.0,10.0
385330.0,Long Term,737.0,1336669.0,Home Mortgage,Debt Consolidation,14146.45,38.7,,19.0,0.0,585561.0,2023912.0,0.0,0.0,1.0
191510.0,Short Term,,,Rent,Debt Consolidation,13439.08,20.3,,10.0,0.0,659661.0,1483130.0,0.0,0.0,1.0
380138.0,Short Term,741.0,946276.0,Home Mortgage,Debt Consolidation,18452.23,17.6,,21.0,0.0,343691.0,487696.0,0.0,0.0,0.0
155210.0,Short Term,736.0,861764.0,Rent,Debt Consolidation,20825.71,10.9,,13.0,0.0,133247.0,232716.0,0.0,0.0,10.0
225456.0,Short Term,,,Rent,Debt Consolidation,19257.07,30.6,22.0,12.0,0.0,281865.0,490776.0,0.0,0.0,9.0
87362.0,Short Term,729.0,584706.0,Rent,Other,9403.86,10.0,,8.0,0.0,186105.0,388960.0,0.0,0.0,9.0
,Long Term,703.0,1121988.0,Home Mortgage,Debt Consolidation,6470.07,16.9,,5.0,0.0,92530.0,173360.0,0.0,0.0,2.0
435820.0,Long Term,650.0,1505560.0,Rent,Debt Consolidation,26723.69,10.5,,15.0,0.0,390640.0,637054.0,0.0,0.0,2.0
346764.0,Short Term,702.0,1123014.0,Rent,Debt Consolidation,15272.96,17.8,77.0,6.0,0.0,448571.0,548460.0,0.0,0.0,0.0
111914.0,Short Term,718.0,947131.0,Rent,Other,576.27,30.7,48.0,4.0,0.0,57741.0,134244.0,0.0,0.0,5.0
767844.0,Long Term,714.0,1724155.0,Home Mortgage,Business Loan,19727.13,18.0,,7.0,0.0,229786.0,515636.0,0.0,0.0,1.0
498850.0,Long Term,715.0,1115262.0,Home Mortgage,Debt Consolidation,24350.02,9.5,36.0,18.0,0.0,386574.0,1177924.0,0.0,0.0,10.0
430364.0,Short Term,,,Home Mortgage,Debt Consolidation,23415.79,14.1,,15.0,1.0,404643.0,632302.0,0.0,1.0,3.0
285604.0,Short Term,706.0,853803.0,Home Mortgage,Other,5898.36,29.4,59.0,14.0,0.0,89566.0,349228.0,0.0,0.0,10.0
135234.0,Short Term,,,Home Mortgage,Home Improvements,29036.18,23.0,,18.0,0.0,684722.0,7016218.0,0.0,0.0,1.0
182886.0,Short Term,713.0,1897340.0,Home Mortgage,Other,3162.36,19.4,26.0,9.0,1.0,120156.0,244948.0,0.0,0.0,0.0
64680.0,Short Term,,,Home Mortgage,Debt Consolidation,26184.66,28.8,48.0,9.0,0.0,412281.0,885676.0,0.0,0.0,10.0
161150.0,Short Term,732.0,1410997.0,Home Mortgage,Other,17872.73,12.1,,13.0,1.0,114646.0,250470.0,1.0,0.0,1.0
377740.0,Long Term,652.0,1039338.0,Rent,Business Loan,16196.36,17.7,77.0,9.0,0.0,248007.0,483428.0,0.0,0.0,7.0
309738.0,Long Term,657.0,741228.0,Home Mortgage,Debt Consolidation,14083.18,19.2,38.0,9.0,0.0,288363.0,431376.0,0.0,0.0,7.0
384252.0,Short Term,,,Home Mortgage,Debt Consolidation,18751.86,16.5,,8.0,0.0,272365.0,430254.0,0.0,0.0,5.0
222728.0,Short Term,731.0,1154136.0,Rent,Debt Consolidation,15196.2,6.5,,8.0,0.0,269116.0,407352.0,0.0,0.0,1.0
313060.0,Short Term,,,Home Mortgage,Debt Consolidation,19311.6,21.0,,9.0,0.0,428583.0,615714.0,0.0,0.0,3.0
221782.0,Short Term,732.0,2777325.0,Home Mortgage,Home Improvements,31013.51,22.0,3.0,10.0,0.0,198493.0,314842.0,0.0,0.0,10.0
206404.0,Short Term,,,Home Mortgage,Debt Consolidation,24243.05,17.2,,11.0,1.0,227658.0,976272.0,1.0,0.0,9.0
331936.0,Short Term,,,Rent,Debt Consolidation,25440.62,17.6,,11.0,0.0,343919.0,892870.0,0.0,0.0,10.0
221144.0,Long Term,665.0,611154.0,Own Home,Debt Consolidation,14566.16,10.9,,17.0,0.0,41420.0,128238.0,0.0,0.0,2.0
145684.0,Short Term,693.0,813010.0,Rent,Buy House,25135.29,14.1,52.0,16.0,1.0,75050.0,297594.0,0.0,0.0,4.0
70334.0,Short Term,705.0,552843.0,Rent,Other,13728.83,16.7,20.0,12.0,0.0,275728.0,426250.0,0.0,0.0,4.0
243672.0,Long Term,662.0,682499.0,Rent,Debt Consolidation,2616.3,12.0,,10.0,0.0,56924.0,219736.0,0.0,0.0,4.0
87736.0,Short Term,664.0,606176.0,Rent,Other,1763.01,9.5,,3.0,0.0,61788.0,87780.0,0.0,0.0,2.0
,Short Term,750.0,1428477.0,Home Mortgage,Debt Consolidation,15475.12,27.7,31.0,14.0,0.0,218253.0,1989944.0,0.0,0.0,3.0
232804.0,Short Term,725.0,696749.0,Rent,Debt Consolidation,15851.13,14.5,,20.0,1.0,106267.0,585970.0,1.0,0.0,5.0
131362.0,Short Term,701.0,1058794.0,Rent,Debt Consolidation,3141.08,19.3,16.0,8.0,0.0,99617.0,324016.0,0.0,0.0,10.0
646272.0,Short Term,710.0,2232576.0,Home Mortgage,Home Improvements,26046.72,17.7,26.0,16.0,0.0,361285.0,712668.0,0.0,0.0,5.0
179366.0,Short Term,725.0,2071836.0,Rent,Debt Consolidation,51623.0,21.3,36.0,30.0,0.0,133532.0,495550.0,0.0,0.0,1.0
216942.0,Short Term,747.0,786904.0,Own Home,Other,7672.39,27.9,,10.0,0.0,210140.0,779878.0,0.0,0.0,10.0
174944.0,Short Term,740.0,1582852.0,Rent,Debt Consolidation,32316.53,17.6,,13.0,0.0,585238.0,892804.0,0.0,0.0,7.0
304216.0,Short Term,740.0,4766644.0,Home Mortgage,Debt Consolidation,24150.9,18.9,,13.0,10.0,278065.0,356554.0,2.0,8.0,0.0
582648.0,Long Term,698.0,1645039.0,Rent,Debt Consolidation,24949.85,17.5,,17.0,1.0,490257.0,719466.0,0.0,1.0,2.0
76670.0,Short Term,696.0,375706.0,Rent,Debt Consolidation,11960.12,17.7,,15.0,1.0,168473.0,330616.0,1.0,0.0,3.0
654720.0,Long Term,,,Home Mortgage,Debt Consolidation,23178.1,17.4,,10.0,0.0,832922.0,1303302.0,0.0,0.0,10.0
221892.0,Long Term,706.0,804859.0,Own Home,Debt Consolidation,18042.4,16.7,13.0,28.0,0.0,354673.0,1153592.0,0.0,0.0,3.0
443498.0,Long Term,,,Home Mortgage,Debt Consolidation,15853.98,11.1,,9.0,0.0,376428.0,581922.0,0.0,0.0,1.0
191136.0,Short Term,735.0,528998.0,Rent,Debt Consolidation,15032.42,22.5,46.0,11.0,0.0,219279.0,316602.0,0.0,0.0,7.0
452804.0,Long Term,720.0,874418.0,Home Mortgage,Debt Consolidation,15957.91,16.9,,14.0,0.0,566618.0,1115796.0,0.0,0.0,4.0
260194.0,Long Term,,,Home Mortgage,Debt Consolidation,20321.45,29.6,25.0,13.0,0.0,447336.0,808060.0,0.0,0.0,10.0
267410.0,Long Term,712.0,1758241.0,Home Mortgage,Home Improvements,43223.1,15.0,,18.0,0.0,1201959.0,1486892.0,0.0,0.0,0.0
350526.0,Long Term,728.0,1135212.0,Home Mortgage,Debt Consolidation,15609.26,20.3,24.0,8.0,0.0,218329.0,396220.0,0.0,0.0,1.0
264396.0,Short Term,740.0,847476.0,Own Home,Debt Consolidation,6462.09,30.0,,7.0,2.0,194465.0,405702.0,1.0,0.0,10.0
336380.0,Short Term,704.0,2227180.0,Rent,Debt Consolidation,2765.45,21.0,72.0,2.0,0.0,112328.0,134508.0,0.0,0.0,8.0
520124.0,Short Term,741.0,1901330.0,Home Mortgage,Debt Consolidation,16636.59,15.0,31.0,14.0,0.0,489725.0,572198.0,0.0,0.0,7.0
133694.0,Short Term,734.0,1178646.0,Home Mortgage,Medical Bills,12768.57,10.1,58.0,6.0,0.0,83296.0,111386.0,0.0,0.0,7.0
177144.0,Short Term,668.0,563160.0,Rent,Debt Consolidation,13281.19,12.1,,8.0,1.0,34390.0,362010.0,1.0,0.0,3.0
170214.0,Short Term,722.0,836475.0,Home Mortgage,Debt Consolidation,18960.29,14.0,34.0,11.0,0.0,106761.0,166386.0,0.0,0.0,3.0
665962.0,Long Term,690.0,1508600.0,Home Mortgage,Debt Consolidation,29291.92,16.1,,13.0,0.0,419444.0,788436.0,0.0,0.0,10.0
218834.0,Long Term,721.0,1360742.0,Rent,Debt Consolidation,317.49,15.8,,2.0,0.0,10564.0,359788.0,0.0,0.0,10.0
,Short Term,735.0,1539152.0,Rent,Debt Consolidation,17058.96,18.7,,7.0,0.0,394820.0,499070.0,0.0,0.0,5.0
280038.0,Short Term,703.0,1317498.0,Own Home,Debt Consolidation,24812.86,11.0,,11.0,0.0,792433.0,998426.0,0.0,0.0,1.0
130724.0,Short Term,748.0,1279593.0,Home Mortgage,Debt Consolidation,11943.02,21.5,,12.0,0.0,113829.0,1029688.0,0.0,0.0,2.0
,Short Term,747.0,2328925.0,Home Mortgage,Debt Consolidation,40561.96,27.6,13.0,13.0,0.0,180348.0,506858.0,0.0,0.0,10.0
99110.0,Short Term,740.0,296951.0,Rent,Debt Consolidation,3810.83,17.5,,5.0,0.0,65626.0,140976.0,0.0,0.0,
326304.0,Short Term,,,Rent,Debt Consolidation,7233.11,20.2,49.0,22.0,0.0,279186.0,1561626.0,0.0,0.0,10.0
500456.0,Long Term,689.0,1500088.0,Rent,Debt Consolidation,18626.08,17.0,,6.0,0.0,205637.0,773102.0,0.0,0.0,8.0
433180.0,Long Term,,,Own Home,Debt Consolidation,21861.97,32.5,,12.0,0.0,350018.0,706068.0,0.0,0.0,10.0
216084.0,Short Term,,,Own Home,Debt Consolidation,30284.48,20.1,,8.0,0.0,204174.0,547228.0,0.0,0.0,9.0
713152.0,Long Term,617.0,3041520.0,Rent,Major Purchase,28134.06,8.0,21.0,6.0,0.0,28424.0,144958.0,0.0,0.0,3.0
771936.0,Long Term,727.0,1828560.0,Home Mortgage,Debt Consolidation,28342.68,16.4,28.0,6.0,0.0,552805.0,807158.0,0.0,0.0,7.0
153560.0,Short Term,745.0,1023131.0,Home Mortgage,Debt Consolidation,13300.57,12.0,,9.0,0.0,38836.0,371690.0,0.0,0.0,4.0
,Long Term,670.0,1711463.0,Home Mortgage,Debt Consolidation,14975.23,19.7,,5.0,0.0,685862.0,807884.0,0.0,0.0,7.0
107756.0,Short Term,751.0,651377.0,Home Mortgage,Debt Consolidation,11073.2,34.8,,7.0,1.0,87989.0,307802.0,1.0,0.0,10.0
113718.0,Short Term,723.0,555788.0,Own Home,Debt Consolidation,8059.04,14.0,,6.0,1.0,112461.0,171556.0,1.0,0.0,
217382.0,Long Term,671.0,938695.0,Rent,Debt Consolidation,11420.71,19.7,69.0,12.0,0.0,131480.0,286682.0,0.0,0.0,8.0
130900.0,Short Term,729.0,847913.0,Rent,Debt Consolidation,3412.97,9.9,58.0,5.0,0.0,104139.0,320694.0,0.0,0.0,0.0
225126.0,Short Term,719.0,1788736.0,Home Mortgage,Buy House,15055.03,19.3,61.0,21.0,0.0,329593.0,529320.0,0.0,0.0,7.0
216414.0,Short Term,,,Rent,Debt Consolidation,7722.93,14.0,,10.0,0.0,229824.0,344696.0,0.0,0.0,9.0
151492.0,Short Term,715.0,392502.0,Rent,Debt Consolidation,5037.09,10.9,,7.0,0.0,88787.0,229460.0,0.0,0.0,10.0
618838.0,Short Term,,,Rent,Debt Consolidation,18133.03,17.7,,9.0,2.0,613700.0,835010.0,1.0,1.0,9.0
218988.0,Short Term,722.0,658160.0,Rent,Debt Consolidation,11024.18,20.5,,6.0,0.0,130606.0,183964.0,0.0,0.0,0.0
160424.0,Short Term,734.0,1289302.0,Home Mortgage,Debt Consolidation,23314.71,22.1,,8.0,0.0,271453.0,356356.0,0.0,0.0,3.0
269148.0,Long Term,608.0,1878948.0,Home Mortgage,Debt Consolidation,59186.52,16.0,11.0,18.0,0.0,528789.0,1101232.0,0.0,0.0,10.0
57420.0,Short Term,679.0,273695.0,Home Mortgage,Other,4630.11,22.5,,8.0,0.0,112936.0,198726.0,0.0,0.0,
,Long Term,728.0,1396785.0,Home Mortgage,Debt Consolidation,10056.89,16.6,46.0,9.0,0.0,514843.0,1141998.0,0.0,0.0,10.0
394482.0,Long Term,713.0,1206975.0,Rent,Debt Consolidation,17501.28,16.6,9.0,10.0,0.0,186485.0,319880.0,0.0,0.0,10.0
,Short Term,735.0,648185.0,Rent,Debt Consolidation,7184.09,20.9,45.0,7.0,0.0,343539.0,1156342.0,0.0,0.0,4.0
204864.0,Short Term,621.0,969475.0,Home Mortgage,Home Improvements,2270.12,20.8,,6.0,2.0,66861.0,130328.0,2.0,0.0,2.0
318560.0,Short Term,737.0,1154364.0,Home Mortgage,Debt Consolidation,29532.46,12.1,,11.0,0.0,322658.0,585596.0,0.0,0.0,10.0
763532.0,Long Term,649.0,1714484.0,Rent,Debt Consolidation,48291.16,31.8,14.0,21.0,0.0,372723.0,802164.0,0.0,0.0,10.0
52184.0,Short Term,712.0,958740.0,Rent,Debt Consolidation,8708.65,11.6,19.0,11.0,0.0,72390.0,139920.0,0.0,0.0,0.0
130130.0,Short Term,743.0,2247624.0,Own Home,Home Improvements,7042.54,10.2,,28.0,1.0,23731.0,639034.0,0.0,1.0,2.0
480172.0,Short Term,711.0,1215810.0,Rent,Debt Consolidation,13272.83,18.7,,14.0,0.0,484747.0,1013144.0,0.0,0.0,1.0
66902.0,Short Term,692.0,1208609.0,Own Home,Debt Consolidation,34143.19,17.6,,17.0,0.0,487008.0,860926.0,0.0,0.0,
768086.0,Short Term,718.0,3508483.0,Home Mortgage,Debt Consolidation,16431.39,23.7,18.0,16.0,0.0,796670.0,1677192.0,0.0,0.0,10.0
301400.0,Short Term,,,Home Mortgage,Debt Consolidation,48122.82,15.2,,19.0,0.0,788481.0,1269818.0,0.0,0.0,3.0
545710.0,Long Term,640.0,1470448.0,Rent,Debt Consolidation,37128.66,17.8,,22.0,0.0,327465.0,442948.0,0.0,0.0,10.0
51612.0,Short Term,731.0,742824.0,Own Home,Debt Consolidation,5218.35,11.8,,6.0,0.0,63650.0,118294.0,0.0,0.0,6.0
427724.0,Short Term,742.0,2091881.0,Home Mortgage,Debt Consolidation,25625.49,20.5,,12.0,0.0,518168.0,739794.0,0.0,0.0,9.0
,Short Term,735.0,729429.0,Rent,Debt Consolidation,6747.28,20.2,,11.0,1.0,165243.0,331012.0,1.0,0.0,7.0
66638.0,Short Term,721.0,1826204.0,Rent,Debt Consolidation,29219.15,15.7,8.0,17.0,0.0,375934.0,551012.0,0.0,0.0,4.0
334532.0,Short Term,738.0,2022341.0,Rent,Debt Consolidation,32188.85,20.9,44.0,11.0,0.0,460693.0,1162150.0,0.0,0.0,3.0
674388.0,Short Term,,,Home Mortgage,Debt Consolidation,30739.15,18.1,55.0,9.0,0.0,87343.0,103400.0,0.0,0.0,10.0
666072.0,Short Term,731.0,1917480.0,Own Home,Debt Consolidation,36911.49,23.6,,25.0,0.0,647539.0,1999382.0,0.0,0.0,3.0
245718.0,Short Term,692.0,926041.0,Rent,Debt Consolidation,28475.87,17.3,22.0,11.0,0.0,378309.0,656744.0,0.0,0.0,1.0
581724.0,Long Term,698.0,1137492.0,Rent,Debt Consolidation,16588.52,17.6,31.0,15.0,0.0,497173.0,790768.0,0.0,0.0,10.0
267960.0,Short Term,698.0,1060675.0,Rent,Debt Consolidation,23511.74,18.6,24.0,24.0,0.0,377834.0,788282.0,0.0,0.0,5.0
536294.0,Long Term,720.0,1235095.0,Home Mortgage,Debt Consolidation,21202.48,16.0,12.0,10.0,0.0,598975.0,744172.0,0.0,0.0,6.0
365464.0,Long Term,692.0,798380.0,Home Mortgage,Debt Consolidation,10511.94,30.6,16.0,7.0,0.0,322164.0,481360.0,0.0,0.0,10.0
283294.0,Short Term,731.0,1156701.0,Home Mortgage,Debt Consolidation,14651.66,16.3,,9.0,0.0,269496.0,477862.0,0.0,0.0,0.0
66836.0,Short Term,730.0,865868.0,Rent,Other,5159.26,13.9,17.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0
399212.0,Long Term,722.0,957695.0,Rent,Debt Consolidation,15881.91,18.3,9.0,10.0,0.0,49704.0,182138.0,0.0,0.0,6.0
492140.0,Long Term,735.0,1062556.0,Rent,Debt Consolidation,10094.32,13.3,34.0,6.0,0.0,53751.0,363924.0,0.0,0.0,10.0
64372.0,Short Term,705.0,926440.0,Home Mortgage,Other,20767.57,11.2,76.0,6.0,0.0,505039.0,600996.0,0.0,0.0,7.0
335214.0,Short Term,,,Home Mortgage,Debt Consolidation,13317.1,15.9,48.0,11.0,0.0,336927.0,507320.0,0.0,0.0,10.0
152482.0,Short Term,717.0,2050499.0,Home Mortgage,Debt Consolidation,30928.2,20.0,16.0,11.0,0.0,162051.0,400928.0,0.0,0.0,10.0
536184.0,Short Term,,,Home Mortgage,Debt Consolidation,19165.87,16.5,14.0,5.0,0.0,377454.0,672408.0,0.0,0.0,10.0
317966.0,Short Term,711.0,1830745.0,Rent,Debt Consolidation,14234.04,9.8,,6.0,0.0,153444.0,205392.0,0.0,0.0,7.0
450538.0,Long Term,660.0,886065.0,Home Mortgage,Debt Consolidation,16835.14,19.4,12.0,9.0,1.0,131689.0,336622.0,1.0,0.0,10.0
195668.0,Long Term,710.0,1306801.0,Rent,Buy A Car,5314.3,10.3,,3.0,0.0,0.0,0.0,0.0,0.0,9.0
,Short Term,748.0,1678023.0,Home Mortgage,Small Business,11634.27,23.2,,14.0,0.0,205466.0,826056.0,0.0,0.0,10.0
,Long Term,744.0,1041105.0,Own Home,Debt Consolidation,13239.39,26.0,,9.0,0.0,88274.0,292050.0,0.0,0.0,9.0
